,id,ad_creation_time,ad_creative_bodies,ad_snapshot_url,ad_delivery_start_time,ad_delivery_stop_time,bylines,currency,spend,delivery_by_region,demographic_distribution,impressions,page_id,page_name,publisher_platforms,elecciones,electorales,lower_bound,upper_bound
608,494057238386493,2021-04-08,"['¡Juntos lo lograremos! ❤️\n\nLa mayor parte donde he sido formado, es en el colegio “Inmaculada de la Merced de Chimbote”, donde junto a mis compañeros empezamos a desarrollar habilidades y empezamos a nutrirnos de conocimiento. Por ello, hoy recuerdo con mucho orgullo a mis queridos auxiliares, quienes se convirtieron en mis segundos padres durante mi etapa escolar. \n\nGracias por esas valiosas palabras miss Mercedes Arroyo, auxiliar Rolando Segura Deza y profesor Juan Robles Guerrero.🤗\n\n𝗘𝘀𝘁𝗲 𝟭𝟭 𝗱𝗲 𝐚𝗯𝗿𝗶𝗹, 𝗺𝗮𝗿𝗰𝗮 𝗹𝗮𝘀 𝗱𝗼𝘀 𝗹𝗮𝗺𝗽𝗮𝘀 𝘆 𝗲𝘀𝗰𝗿𝗶𝗯𝗲 𝗲𝗹 𝗻𝐮́𝗺𝗲𝗿𝗼 1️⃣.\n#AncashVotaAGanador\n#Elecciones2021\n#EscribeEl_1\n#LescanoDeÁncash\n#LescanoPresidente\n#AmaSua\n#AmaLlulla\n#AmaQhella\n#AccionPopular']",https://www.facebook.com/ads/archive/render_ad/?id=494057238386493&access_token,2021-04-08,2021-04-11,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '0.000207', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000362', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000104', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000104', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000155', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.111169', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.132501', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.093512', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.101434', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.126392', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.134003', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.1281', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.066484', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.053125', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.052348', 'age': '18-24', 'gender': 'female'}]","{'lower_bound': '20000', 'upper_bound': '24999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,100,199
609,2593263470973629,2021-04-06,"['❌NO A LA GUERRA SUCIA ‼️\nNinguna guerra sucia podrá contra el trabajo planificado que tenemos para el bienestar de Ancash. No les importa crear contenidos FALSOS, con tal de ganar una elección confundiendo a la gente.']",https://www.facebook.com/ads/archive/render_ad/?id=2593263470973629&access_token,2021-04-06,2021-04-10,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '0.000319', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.055771', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.049551', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.10176', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.086182', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.086182', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.103408', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.126376', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.109735', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.150992', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.129353', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.000106', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000213', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '5.3E-5', 'age': '55-64', 'gender': 'unknown'}]","{'lower_bound': '20000', 'upper_bound': '24999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,100,199
610,285503456495220,2021-04-06,"['#Propuestas | FORTALECEREMOS NUESTRA REGIÓN \n\nEstas son parte de nuestras propuestas que generaran el desarrollo al interior de nuestra región, conectando la agricultura familiar y reactivando la economía con los proyectos de creación para generar empleo a muchos ancashinos. No pararemos hasta hacer de Ancash uno de los departamentos ejemplares en levantarnos en medio de esta pandemia. Por ello, pido su total respaldo de todos nuestros hermanos ancashinos en estas elecciones generales. ¡Unidos lo lograremos!\n\n✔️CREARÉ LA  AUTORIDAD AUTÓNOMA PARA REPRESAMIENTO DE LAGUNAS Y RESERVORIOS.\n✔️LEY DE AUTOPISTA DEL CALLEJÓN DE HUAYLAS.\n✔️GESTIONARÉ EL RETORNO DE LA ESCUELA DE SUBOFICIALES DE YUNGAY Y CHIMBOTE.\n\n𝗘𝘀𝘁𝗲 𝟭𝟭 𝗱𝗲 𝐚𝗯𝗿𝗶𝗹, 𝗺𝗮𝗿𝗰𝗮 𝗹𝗮𝘀 𝗱𝗼𝘀 𝗹𝗮𝗺𝗽𝗮𝘀 𝘆 𝗲𝘀𝗰𝗿𝗶𝗯𝗲 𝗲𝗹 𝗻𝐮́𝗺𝗲𝗿𝗼 1️⃣.\n𝗟𝗘𝗦𝗖𝗔𝗡𝗢 𝗣𝗥𝗘𝗦𝗜𝗗𝗘𝗡𝗧𝗘🇵🇪\n#AncashVotaAGanador\n#Elecciones2021\n#EscribeEl_1\n#LescanoDeÁncash\n#LescanoPresidente\n#AmaSua\n#AmaLlulla\n#AmaQhella\n#AccionPopular']",https://www.facebook.com/ads/archive/render_ad/?id=285503456495220&access_token,2021-04-06,2021-04-10,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '9.4E-5', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.128551', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.073903', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.106748', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.124965', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.09967', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.078244', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.130061', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.104106', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.071166', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.081548', 'age': '18-24', 'gender': 'male'}, {'percentage': '9.4E-5', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '9.4E-5', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000189', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000566', 'age': '35-44', 'gender': 'unknown'}]","{'lower_bound': '10000', 'upper_bound': '14999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,0,99
611,1202590543550197,2021-04-06,"['DARWIN ESPINOZA RECIBE MASIVO RESPALDO EN LA COSTA Y PROPONE CONCRETIZAR PARQUES INDUSTRIALES EN CHIMBOTE Y HUARAZ\n\n📍También anuncia cierre de campaña en Huaraz el miércoles 07 de abril.\n\n📍Pese a la guerra sucia, en su contra, Darwin Espinoza, el Número 1 de Acción Popular en Ancash, realizó una dura campaña política en los pueblos del sur del distrito de Nuevo Chimbote y las zonas periféricas de la “Capital del Acero”, demostrando una gran recepción de la población costeña que ha cerrado filas a favor del denominado “Lescano de Ancash”.\n\n📍Frente a las demandas \nDarwin Espinoza, durante la semana que pasó caminó, cada pueblo joven de Chimbote y Nuevo Chimbote, escuchando las necesidades y llevando sus propuestas.\n\n📍El acciopopulista, destacó que el combate a la pobreza se realiza con trabajo y es por ello que desde el Congreso gestionará la concretización de parques industriales uno en Chimbote y el otro en Huaraz, ello con el fin de generar empleos directos a favor de más ancashinos. \n\n📍También durante su andar, Espinoza refirió que de ser electo parlamentario culminará la creación del distrito de San Pedro. Un anhelo que ha quedado postergado. \n\n📍Finalmente, el “Lescano de Ancash”, invitó a los huaracinos a acompañarlo durante el cierre de su campaña, que se realizará el próximo miércoles 7 de abril y cuya concentración será en el parque de los Leones, en el distrito de Independencia. También refirió que el jueves 08, cerrará la campaña en Chimbote.']",https://www.facebook.com/ads/archive/render_ad/?id=1202590543550197&access_token,2021-04-06,2021-04-10,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '0.000328', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.082886', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.093617', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.193584', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.133144', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.075769', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.08639', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.042045', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.146173', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.107522', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.037885', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.000109', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000219', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000328', 'age': '35-44', 'gender': 'unknown'}]","{'lower_bound': '10000', 'upper_bound': '14999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,0,99
612,780990022802789,2021-04-03,"['#CadaDíaSomosMás | GRACIAS COMERCIANTES DE CHIMBOTE 🤝🏼\n\nContinuando con nuestra agenda, decidimos recorrer algunos mercados de abastos en Chimbote, para escucharlos y compartir nuestras propuestas. Además, les agradezco por su respaldo en estas #elecciones2021. 😊\n\n💪🏻#AncashVotaAGanador \n\n¡Sin camiones, sin matones y sin millones!\n𝗘𝘀𝘁𝗲 𝟭𝟭 𝗱𝗲 𝐚𝗯𝗿𝗶𝗹, 𝗺𝗮𝗿𝗰𝗮 𝗹𝗮𝘀 𝗱𝗼𝘀 𝗹𝗮𝗺𝗽𝗮𝘀 𝘆 𝗲𝘀𝗰𝗿𝗶𝗯𝗲 𝗲𝗹 𝗻𝐮́𝗺𝗲𝗿𝗼 1️⃣.\n𝗟𝗘𝗦𝗖𝗔𝗡𝗢 𝗣𝗥𝗘𝗦𝗜𝗗𝗘𝗡𝗧𝗘🇵🇪\n#Elecciones2021\n#EscribeEl_1\n#LescanoDeÁncash\n#LescanoPresidente\n#AmaSua\n#AmaLlulla\n#AmaQhella\n#AccionPopular']",https://www.facebook.com/ads/archive/render_ad/?id=780990022802789&access_token,2021-04-06,2021-04-07,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '0.043086', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.08835', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.079172', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.132836', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.144968', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.149012', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.103904', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.10406', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.117126', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.000156', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.036864', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.000156', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000156', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000156', 'age': '18-24', 'gender': 'unknown'}]","{'lower_bound': '6000', 'upper_bound': '6999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,0,99
613,890471508401031,2021-04-03,"['#CadaDíaSomosMás | GRACIAS POR EL TOTAL RESPALDO PUEBLOS DEL SUR DE NUEVO CHIMBOTE🤝🏼\n\nNuestra campaña es una campaña distinta, porque no solo llevamos nuestras propuestas; también llevamos un mensaje de esperanza a todos los Pueblos del Sur de Nuevo Chimbote. Vengo recorriendo varios distritos y provincias para escuchar sus inquietudes y enriquecer nuestros proyectos en el próximo #congreso2021.  ¡Lo lograremos juntos! 💪\n\n#AncashVotaAGanador \n¡Sin camiones, sin matones y sin millones!\n𝗘𝘀𝘁𝗲 𝟭𝟭 𝗱𝗲 𝐚𝗯𝗿𝗶𝗹, 𝗺𝗮𝗿𝗰𝗮 𝗹𝗮𝘀 𝗱𝗼𝘀 𝗹𝗮𝗺𝗽𝗮𝘀 𝘆 𝗲𝘀𝗰𝗿𝗶𝗯𝗲 𝗲𝗹 𝗻𝐮́𝗺𝗲𝗿𝗼 1️⃣.\n𝗟𝗘𝗦𝗖𝗔𝗡𝗢 𝗣𝗥𝗘𝗦𝗜𝗗𝗘𝗡𝗧𝗘🇵🇪\n#Elecciones2021\n#EscribeEl_1\n#LescanoDeÁncash\n#LescanoPresidente\n#AmaSua\n#AmaLlulla\n#AmaQhella\n#AccionPopular']",https://www.facebook.com/ads/archive/render_ad/?id=890471508401031&access_token,2021-04-06,2021-04-08,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '0.000431', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.165285', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.06956', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.080866', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.153979', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.039948', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.203833', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.039087', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.074943', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.10154', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.069883', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.000323', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000108', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000108', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000108', 'age': '45-54', 'gender': 'unknown'}]","{'lower_bound': '10000', 'upper_bound': '14999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,0,99
614,726439968021960,2021-03-31,"['¡VACUNAS POR IMPUESTOS! 🇵🇪\n\n✅ Necesitamos acelerar las fases de vacunación, por eso proponemos “Vacunas por Impuestos” una ley que otorgará descuentos en impuestos a aquellas Empresas privadas que colaboren con la COMPRA de más lotes de VACUNAS, para que puedan ser distribuidas GRATUITAMENTE por el ESTADO. El Perú necesita sumar esfuerzos, y un trabajo conjunto entre el Estado y el sector privado será vital para superar esta crisis. 🇵🇪💪💉\n\nAcción Popular #VaAdelante\n#LescanoPresidente #DarwinAlCongreso']",https://www.facebook.com/ads/archive/render_ad/?id=726439968021960&access_token,2021-03-31,2021-04-03,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '8.6E-5', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000129', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '4.3E-5', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000129', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.038773', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.040189', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.090414', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.123054', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.130002', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.073601', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.144714', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.153378', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.097405', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.108042', 'age': '45-54', 'gender': 'male'}, {'percentage': '4.3E-5', 'age': '25-34', 'gender': 'unknown'}]","{'lower_bound': '25000', 'upper_bound': '29999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,100,199
615,447866369819236,2021-03-31,"['🙋🏽\u200d♂️¡Buen día hermanos ancashinos!\n\nComparto con ustedes un breve video de lo que fue nuestra Caravana Acciopopulista. Asimismo, reitero mi compromiso con el Callejón de Huaylas, de luchar e impulsar los Proyectos de Ley en beneficio para toda nuestra región. 🤝🏼\n\nGracias por su incondicional apoyo, trabajaremos juntos para que tus derechos nunca más sean un negocio. 💪🏻\n\n¡𝐀𝐍𝐂𝐀𝐒𝐇, 𝐉𝐔𝐍𝐓𝐎𝐒 𝐆𝐀𝐍𝐀𝐑𝐄𝐌𝐎𝐒 𝐄𝐍 𝐏𝐑𝐈𝐌𝐄𝐑𝐀 𝐕𝐔𝐄𝐋𝐓𝐀❗\n¡Sin camiones, sin matones y sin millones!\n𝗘𝘀𝘁𝗲 𝟭𝟭 𝗱𝗲 𝐚𝗯𝗿𝗶𝗹, 𝗺𝗮𝗿𝗰𝗮 𝗹𝗮𝘀 𝗱𝗼𝘀 𝗹𝗮𝗺𝗽𝗮𝘀 𝘆 𝗲𝘀𝗰𝗿𝗶𝗯𝗲 𝗲𝗹 𝗻𝐮́𝗺𝗲𝗿𝗼 1️⃣.\n𝗟𝗘𝗦𝗖𝗔𝗡𝗢 𝗣𝗥𝗘𝗦𝗜𝗗𝗘𝗡𝗧𝗘🇵🇪\n#AncashVotaAGanador\n#Elecciones2021\n#EscribeEl_1\n#LescanoDeÁncash\n#LescanoPresidente\n#AmaSua\n#AmaLlulla\n#AmaQhella\n#AccionPopular']",https://www.facebook.com/ads/archive/render_ad/?id=447866369819236&access_token,2021-03-31,2021-04-03,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '7.1E-5', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.079666', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.138111', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.137111', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.123607', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.133824', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.048442', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.107388', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.083167', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.106102', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.041655', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.000143', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000357', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000357', 'age': '45-54', 'gender': 'unknown'}]","{'lower_bound': '15000', 'upper_bound': '19999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,100,199
616,2521927638115676,2021-03-31,"['En épocas de elecciones, todos quieren ser los mejores candidatos. Sin embargo, pocos somos los que nos hemos formado en un partido, haciendo una militancia activa y conociendo más a fondo la problemática del país. #YoNoMeCambioDeCamiseta en elecciones, tengo 19 años en Acción Popular, un partido con trayectoria para seguir el legado de nuestros fundadores. \n\nEl 11 de abril, de ganar las elecciones EN PRIMERA VUELTA con toda la confianza del pueblo peruano, continuaremos luchando contra la corrupción como lo hizo Yonhy Lescano, devolviendo la honradez en la política y defendiendo los derechos de todos los peruanos. #AncashVaAdelante\n\n#VOTOINFORMADO2021\n\n𝗘𝘀𝘁𝗲 𝟭𝟭 𝗱𝗲 𝐚𝗯𝗿𝗶𝗹, 𝗺𝗮𝗿𝗰𝗮 𝗹𝗮𝘀 𝗱𝗼𝘀 𝗹𝗮𝗺𝗽𝗮𝘀 𝘆 𝗲𝘀𝗰𝗿𝗶𝗯𝗲 𝗲𝗹 𝗻𝐮́𝗺𝗲𝗿𝗼 1️⃣.\n𝗟𝗘𝗦𝗖𝗔𝗡𝗢 𝗣𝗥𝗘𝗦𝗜𝗗𝗘𝗡𝗧𝗘🇵🇪 \n#AncashVotaAGanador\n#Elecciones2021\n#EscribeEl_1\n#LescanoDeÁncash\n#LescanoPresidente\n#AmaSua\n#AmaLlulla\n#AmaQhella\n#AccionPopular']",https://www.facebook.com/ads/archive/render_ad/?id=2521927638115676&access_token,2021-03-31,2021-04-03,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '200', 'upper_bound': '299'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '0.000241', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.059032', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.186373', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.126207', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.150053', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.063636', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.15562', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.082397', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.073601', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.031646', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.070302', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.000275', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000344', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000172', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000103', 'age': '55-64', 'gender': 'unknown'}]","{'lower_bound': '30000', 'upper_bound': '34999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,200,299
617,1862467077243216,2021-03-31,"['#CadaDíaSomosMás | GRACIAS PUEBLOS DEL SUR DE NUEVO CHIMBOTE🤝🏼\n\nVisitando los Pueblos del Sur de Nuevo Chimbote, me he dado cuenta de que coincidentemente escucho decir que las autoridades poco o nada hacen para continuar con el desarrollo en Ancash. Lamentablemente la corrupción se ha enquistado en el aparato del estado y ha evitado el progreso en nuestra región. Por ello, reafirmo mi compromiso con todos ustedes, de velar por sus derechos y fiscalizar todos los actos irregulares en nuestra región. ¡Juntos lo lograremos! \n\n#AncashVotaAGanador \n\n¡Sin camiones, sin matones y sin millones!\n𝗘𝘀𝘁𝗲 𝟭𝟭 𝗱𝗲 𝐚𝗯𝗿𝗶𝗹, 𝗺𝗮𝗿𝗰𝗮 𝗹𝗮𝘀 𝗱𝗼𝘀 𝗹𝗮𝗺𝗽𝗮𝘀 𝘆 𝗲𝘀𝗰𝗿𝗶𝗯𝗲 𝗲𝗹 𝗻𝐮́𝗺𝗲𝗿𝗼 1️⃣.\n𝗟𝗘𝗦𝗖𝗔𝗡𝗢 𝗣𝗥𝗘𝗦𝗜𝗗𝗘𝗡𝗧𝗘🇵🇪\n#Elecciones2021\n#EscribeEl_1\n#LescanoDeÁncash\n#LescanoPresidente\n#AmaSua\n#AmaLlulla\n#AmaQhella\n#AccionPopular']",https://www.facebook.com/ads/archive/render_ad/?id=1862467077243216&access_token,2021-03-31,2021-04-04,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '0.000299', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.00019', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.085109', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.117538', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.137545', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.096363', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.022698', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.123165', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.16027', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.162934', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.054366', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.039198', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.000136', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000136', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '5.4E-5', 'age': '55-64', 'gender': 'unknown'}]","{'lower_bound': '40000', 'upper_bound': '44999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,100,199
