,id,ad_creation_time,ad_creative_bodies,ad_snapshot_url,ad_delivery_start_time,ad_delivery_stop_time,bylines,currency,spend,delivery_by_region,demographic_distribution,impressions,page_id,page_name,publisher_platforms,elecciones,electorales,lower_bound,upper_bound
3632,316591083216620,2021-04-05,"['Daniel Urresti asumira como presidente el liderazgo en contra de la delincuencia nacional y extranjera que azota a nuestro pais.\n\nEste 11 de Abril, marca las tres P de Podemos Perú 🅿️3️⃣🔵🟡 y escribe el numero 3 Carlos Anderson al Congreso .\n#carlosandersonalcongreso\n#el3alcongreso\n#PodemosPerú\n#JuntosLoPodemosTodo']",https://www.facebook.com/ads/archive/render_ad/?id=316591083216620&access_token,2021-04-05,2021-04-09,Maria Alejandra Palacios Zavaleta,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '1', 'region': 'Lima Region'}]","[{'percentage': '0.000108', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000217', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.038703', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.062175', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.294395', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.353914', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.18273', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.026019', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.033391', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.008131', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.000217', 'age': '45-54', 'gender': 'unknown'}]","{'lower_bound': '25000', 'upper_bound': '29999'}",112105850263842,Carlos Anderson,['facebook'],True,True,100,199
3633,876948959520261,2021-04-05,"['Te presentamos el resumen de la entrevista a Carlos Anderson hoy en Best Cable TV ,exponiendo nuestras propuestas y demostrando una vez mas la solidez de nuestro Plan de Gobierno.\n\nPor eso, este 11 de Abril, marca las tres P de Podemos Perú 🅿️3️⃣🔵🟡 y escribe el numero 3 Carlos Anderson al Congreso .\n#carlosandersonalcongreso\n#el3alcongreso\n#PodemosPerú\n#JuntosLoPodemosTodo']",https://www.facebook.com/ads/archive/render_ad/?id=876948959520261&access_token,2021-04-05,2021-04-09,Maria Alejandra Palacios Zavaleta,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '1', 'region': 'Lima Region'}]","[{'percentage': '0.000273', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000273', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000182', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.015581', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.191162', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.139499', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.11344', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.264966', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.143326', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.115809', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.01549', 'age': '55-64', 'gender': 'female'}]","{'lower_bound': '10000', 'upper_bound': '14999'}",112105850263842,Carlos Anderson,['facebook'],True,True,100,199
3634,175736991033919,2021-04-02,"['Los pilares de nuestro Plan de Gobierno recaen en Carlos Anderson,dandole garantia de seriedad,experiencia y ejecucion,tal como lo menciona nuestro presidente Daniel Urresti en Punto Final .\nPor eso,este 11 de Abril, marca las tres P de Podemos Perú 🅿️3️⃣🔵🟡 y escribe el numero 3 Carlos Anderson al Congreso .\n#carlosandersonalcongreso\n#el3alcongreso\n#PodemosPerú\n#JuntosLoPodemosTod']",https://www.facebook.com/ads/archive/render_ad/?id=175736991033919&access_token,2021-04-02,2021-04-06,Maria Alejandra Palacios Zavaleta,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '1', 'region': 'Lima Region'}]","[{'percentage': '5.8E-5', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000751', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000404', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.013347', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.038019', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.126943', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.10256', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.349107', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.36881', 'age': '45-54', 'gender': 'male'}]","{'lower_bound': '15000', 'upper_bound': '19999'}",112105850263842,Carlos Anderson,['facebook'],True,True,100,199
3635,531788544885804,2021-04-02,"['El tema de Inseguridad ciudadana no puede esperar mas ,es el clamor del pueblo . Nuestro presidente Daniel Urresti sigue siendo la mejor opcion para combatir este flagelo que dia a dia afecta a todos los peruanos proponiendo acciones inmediatas y a mediano plazo . \nPor eso,este 11 de Abril, marca las tres P de Podemos Perú 🅿️3️⃣🔵🟡 y escribe el numero 3 Carlos Anderson al Congreso .\n#carlosandersonalcongreso\n#el3alcongreso\n#PodemosPerú\n#JuntosLoPodemosTod']",https://www.facebook.com/ads/archive/render_ad/?id=531788544885804&access_token,2021-04-02,2021-04-05,Maria Alejandra Palacios Zavaleta,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '1', 'region': 'Lima Region'}]","[{'percentage': '0.040122', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.015662', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.401576', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.136588', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.323977', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.081007', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.000407', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000102', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000559', 'age': '35-44', 'gender': 'unknown'}]","{'lower_bound': '20000', 'upper_bound': '24999'}",112105850263842,Carlos Anderson,['facebook'],True,True,100,199
3636,454300332349219,2021-03-31,"['Hoy a partir de las 4 de la tarde, no se pierdan la entrevista a Carlos Anderson en el programa humorístico ""Los Chistosos"" vía RPP 89.7 FM y Movistar canal 10 , en lo que será una imperdible ocasión para conocer más a nuestro candidato junto a  los mejores humoristas del Perú.\n#carlosandersonalcongreso\n#el3alcongreso\n#JuntosTodoLoPodemos\n#PodemosPerú']",https://www.facebook.com/ads/archive/render_ad/?id=454300332349219&access_token,2021-03-31,2021-04-01,Maria Alejandra Palacios Zavaleta,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '0.104601', 'region': 'Callao'}, {'percentage': '0.895399', 'region': 'Lima Region'}]","[{'percentage': '0.000567', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.277754', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.30923', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.201049', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.03176', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.160074', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.018999', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.000567', 'age': '35-44', 'gender': 'unknown'}]","{'lower_bound': '10000', 'upper_bound': '14999'}",112105850263842,Carlos Anderson,['facebook'],True,True,100,199
3637,260228072447904,2021-03-31,"['Carlos Anderson, economista y político. Candidato actual al Congreso de la República por el partido de Podemos Perú']",https://www.facebook.com/ads/archive/render_ad/?id=260228072447904&access_token,2021-03-31,2021-04-04,Maria Alejandra Palacios Zavaleta,PEN,"{'lower_bound': '200', 'upper_bound': '299'}","[{'percentage': '0.009195', 'region': 'Amazonas Region'}, {'percentage': '0.056092', 'region': 'Lambayeque Region'}, {'percentage': '0.01364', 'region': 'Tumbes Region'}, {'percentage': '0.017471', 'region': 'Tacna Region'}, {'percentage': '0.03295', 'region': 'San Martín Region'}, {'percentage': '0.053027', 'region': 'Puno Region'}, {'percentage': '0.094866', 'region': 'Piura Region'}, {'percentage': '0.008889', 'region': 'Pasco Region'}, {'percentage': '0.006897', 'region': 'Moquegua Region'}, {'percentage': '0.008582', 'region': 'Madre de Dios Region'}, {'percentage': '0.043678', 'region': 'Loreto Region'}, {'percentage': '0.250881', 'region': 'Lima Region'}, {'percentage': '0.082299', 'region': 'La Libertad Region'}, {'percentage': '0.048123', 'region': 'Ancash Region'}, {'percentage': '0.0259', 'region': 'Junín Region'}, {'percentage': '0.049042', 'region': 'Ica Region'}, {'percentage': '0.017931', 'region': 'Huánuco Region'}, {'percentage': '0.005977', 'region': 'Huancavelica Region'}, {'percentage': '0.025594', 'region': 'Cusco Region'}, {'percentage': '0.022835', 'region': 'Callao'}, {'percentage': '0.037088', 'region': 'Cajamarca Region'}, {'percentage': '0.015939', 'region': 'Ayacucho Region'}, {'percentage': '0.041533', 'region': 'Arequipa Region'}, {'percentage': '0.011188', 'region': 'Apurímac Region'}, {'percentage': '0.020383', 'region': 'Ucayali Region'}]","[{'percentage': '0.000463', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.309248', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.081674', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.220164', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.167516', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.018218', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.055118', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.073336', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.072719', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.000463', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000772', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000309', 'age': '18-24', 'gender': 'unknown'}]","{'lower_bound': '10000', 'upper_bound': '14999'}",112105850263842,Carlos Anderson,['facebook'],True,True,200,299
3638,1107676213039779,2021-03-30,"['Nuestra agenda empezo el dia de ayer acompañando a nuestro presidente Daniel Urresti al JNE como parte del protocolo de lo que sera el esperado debate del dia de hoy .Luego nuestras ya acostumbradas caminatas esta vez por el distrito de Jesus Maria donde tuvimos un caluroso recibimiento ,sintiendo el respaldo de su gente en todo momento . Finalmente ,interactuamos con nuestros vecinos de Breña en una simpatica bienvenida .\n¡Muchas gracias por tanto cariño!\n\nEste 11 de Abril, marca las tres P de Podemos Perú 🅿️3️⃣🔵🟡 y escribe el numero 3 Carlos Anderson al Congreso .\n#carlosandersonalcongreso\n#el3alcongreso\n#PodemosPerú\n#JuntosLoPodemosTod']",https://www.facebook.com/ads/archive/render_ad/?id=1107676213039779&access_token,2021-03-30,2021-04-04,Maria Alejandra Palacios Zavaleta,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '1', 'region': 'Lima Region'}]","[{'percentage': '9.7E-5', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '9.7E-5', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000872', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000775', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.085667', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.045159', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.230255', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.209904', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.219207', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.096424', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.009691', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.064832', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.018122', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.000194', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.018703', 'age': '18-24', 'gender': 'female'}]","{'lower_bound': '15000', 'upper_bound': '19999'}",112105850263842,Carlos Anderson,['facebook'],True,True,100,199
3639,2801960620020407,2021-03-30,"['Este 11 de Abril, marca las tres P de Podemos Perú 🅿️3️⃣🔵🟡 y escribe el numero 3 Carlos Anderson al Congreso .\n#carlosandersonalcongreso\n#el3alcongreso\n#PodemosPerú\n#JuntosLoPodemosTod']",https://www.facebook.com/ads/archive/render_ad/?id=2801960620020407&access_token,2021-03-30,2021-04-03,Maria Alejandra Palacios Zavaleta,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '0.055222', 'region': 'Callao'}, {'percentage': '0.944778', 'region': 'Lima Region'}]","[{'percentage': '7.0E-5', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.00021', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.00035', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.00035', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.125394', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.019836', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.060139', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.224504', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.190159', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.075068', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.013668', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.028457', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.168571', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.093222', 'age': '35-44', 'gender': 'female'}]","{'lower_bound': '15000', 'upper_bound': '19999'}",112105850263842,Carlos Anderson,['facebook'],True,True,100,199
3640,795315744426251,2021-03-26,"['Carlos Anderson,jefe de Plan de Gobierno de Podemos Peru interviene en el XI Congreso Internacional de Educacion Encinas 2021 \n#carlosandersonalcongreso\n#el3alcongreso\n#PodemosPerú\n#JuntosLoPodemosTodo']",https://www.facebook.com/ads/archive/render_ad/?id=795315744426251&access_token,2021-03-26,2021-03-29,Maria Alejandra Palacios Zavaleta,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '1', 'region': 'Lima Region'}]","[{'percentage': '0.011821', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.012844', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.120719', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.106106', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.127699', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.115227', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.088515', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.113831', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.163626', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.138589', 'age': '35-44', 'gender': 'male'}, {'percentage': '9.3E-5', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000372', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000279', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000279', 'age': '45-54', 'gender': 'unknown'}]","{'lower_bound': '10000', 'upper_bound': '14999'}",112105850263842,Carlos Anderson,['facebook'],True,True,100,199
3641,449894819621399,2021-03-26,"['Hoy estuvimos en una entrevista a cargo de Nicolás Lucar en su programa Hablemos Claro ,en Exitosa TV y 95.5 FM radio. \nAquí un extracto .\n#carlosandersonalcongreso\n#el3alcongreso\n#PodemosPerú\n#JuntosLoPodemosTodo']",https://www.facebook.com/ads/archive/render_ad/?id=449894819621399&access_token,2021-03-26,2021-04-01,Maria Alejandra Palacios Zavaleta,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '0.543622', 'region': 'Callao'}, {'percentage': '0.456378', 'region': 'Lima Region'}]","[{'percentage': '0.012744', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.026779', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.087111', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.03307', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.031779', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.308598', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.082755', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.208259', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.027746', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.179061', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.000645', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000807', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000645', 'age': '35-44', 'gender': 'unknown'}]","{'lower_bound': '15000', 'upper_bound': '19999'}",112105850263842,Carlos Anderson,['facebook'],True,True,100,199
3642,511261566705354,2021-03-25,"['Carlos Anderson,jefe de Plan de Gobierno de Podemos Peru en Debate de Candidatos  en RPP\n#carlosandersonalcongreso\n#el3alcongreso\n#PodemosPerú\n#JuntosLoPodemosTodo']",https://www.facebook.com/ads/archive/render_ad/?id=511261566705354&access_token,2021-03-25,2021-03-31,Maria Alejandra Palacios Zavaleta,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.543311', 'region': 'Callao'}, {'percentage': '0.456689', 'region': 'Lima Region'}]","[{'percentage': '0.000292', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.001315', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000585', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000438', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.103771', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.051885', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.026162', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.148787', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.057732', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.252558', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.012277', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.310436', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.022216', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.011546', 'age': '18-24', 'gender': 'female'}]","{'lower_bound': '10000', 'upper_bound': '14999'}",112105850263842,Carlos Anderson,['facebook'],True,True,0,99
3643,208637651042765,2021-03-24,['A continuacion exponemos la propuesta en Economia incluida en nuestro Plan de Gobierno .\n#carlosandersonalcongreso\n#el3alcongreso\n#PodemosPerú\n#JuntosLoPodemosTodo'],https://www.facebook.com/ads/archive/render_ad/?id=208637651042765&access_token,2021-03-24,2021-03-28,Maria Alejandra Palacios Zavaleta,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.532919', 'region': 'Callao'}, {'percentage': '0.467081', 'region': 'Lima Region'}]","[{'percentage': '0.000164', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000164', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.013151', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.015453', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.135131', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.172283', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.154036', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.150748', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.045866', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.106033', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.169818', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.000822', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.035344', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.000329', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000658', 'age': '35-44', 'gender': 'unknown'}]","{'lower_bound': '9000', 'upper_bound': '9999'}",112105850263842,Carlos Anderson,['facebook'],True,True,0,99
3644,305550797579624,2021-03-24,"['Te presentamos nuestras propuestas para la Educacion en el Peru,incluidas en el Plan de Gobierno de Podemos Peru .\n#carlosandersonalcongreso\n#el3alcongreso\n#PodemosPerú\n#JuntosLoPodemosTodo']",https://www.facebook.com/ads/archive/render_ad/?id=305550797579624&access_token,2021-03-24,2021-03-28,Maria Alejandra Palacios Zavaleta,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.53318', 'region': 'Callao'}, {'percentage': '0.46682', 'region': 'Lima Region'}]","[{'percentage': '0.000455', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000758', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.090152', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.07197', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.172727', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.140303', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.169242', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.120758', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.173788', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.059848', 'age': '18-24', 'gender': 'female'}]","{'lower_bound': '9000', 'upper_bound': '9999'}",112105850263842,Carlos Anderson,['facebook'],True,True,0,99
3645,824993894772206,2021-03-24,"['Te presentamos nuestro Plan de Gobierno en el tema de Salud,un tema de vital importancia para todos los peruanos \n#CarlosAnderson\n#PodemosPerú\n#el3alcongreso\n#JuntosLoPodemosTodo']",https://www.facebook.com/ads/archive/render_ad/?id=824993894772206&access_token,2021-03-24,2021-03-27,Maria Alejandra Palacios Zavaleta,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.522549', 'region': 'Callao'}, {'percentage': '0.477451', 'region': 'Lima Region'}]","[{'percentage': '0.000801', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000534', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000801', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.129842', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.046754', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.043548', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.153086', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.165643', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.018434', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.121026', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.170719', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.010687', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.138124', 'age': '25-34', 'gender': 'female'}]","{'lower_bound': '7000', 'upper_bound': '7999'}",112105850263842,Carlos Anderson,['facebook'],True,True,0,99
3646,456419288935925,2021-03-24,['Te presentamos nuestro Plan de Gobierno en el tema Seguridad .\n\n#CarlosAnderson\n#PodemosPerú\n#el3alcongreso\n#JuntosLoPodemosTodo'],https://www.facebook.com/ads/archive/render_ad/?id=456419288935925&access_token,2021-03-24,2021-03-27,Maria Alejandra Palacios Zavaleta,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.552539', 'region': 'Callao'}, {'percentage': '0.447461', 'region': 'Lima Region'}]","[{'percentage': '0.000216', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000647', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000431', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.01639', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.066207', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.025663', 'age': '65+', 'gender': 'female'}, {'percentage': '0.03127', 'age': '65+', 'gender': 'male'}, {'percentage': '0.076774', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.140392', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.058659', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.045719', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.058227', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.07548', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.211344', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.192581', 'age': '25-34', 'gender': 'male'}]","{'lower_bound': '8000', 'upper_bound': '8999'}",112105850263842,Carlos Anderson,['facebook'],True,True,0,99
3647,441404387117531,2021-03-17,['La inmensa capacidad de los peruanos para superar la crisis.\n\nEste domingo 11 de abril vota a la presidencia por Daniel Urresti y al congreso con el número 3 de Podemos Perú.\n\n🅿️🅿️3️⃣'],https://www.facebook.com/ads/archive/render_ad/?id=441404387117531&access_token,2021-03-17,2021-03-19,Maria Alejandra Palacios Zavaleta,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '1', 'region': 'Lima Region'}]","[{'percentage': '0.000143', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.160724', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.116372', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.174986', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.048916', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.172847', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.046777', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.122219', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.132059', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.008985', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.015973', 'age': '55-64', 'gender': 'male'}]","{'lower_bound': '10000', 'upper_bound': '14999'}",112105850263842,Carlos Anderson,['facebook'],True,True,100,199
3648,960545937813916,2021-03-16,['¡JUNTOS LO PODEMOS TODO! Queda claro que junto a Daniel Urresti sacaremos adelante al país. 🇵🇪  \nEste 11 de abril marca por Podemos Perú para la presidencia y al Congreso de la República: 🅿️🅿️3️⃣\n\n#ServiciosDeCalidad #CarlosAnderson #PodemosPerú #El3AlCongreso'],https://www.facebook.com/ads/archive/render_ad/?id=960545937813916&access_token,2021-03-16,2021-03-20,Maria Alejandra Palacios Zavaleta,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '1', 'region': 'Lima Region'}]","[{'percentage': '0.000542', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.005967', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.025495', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.060754', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.017358', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.205316', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.253322', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.189043', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.069976', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.119609', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.051532', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.000542', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000542', 'age': '45-54', 'gender': 'unknown'}]","{'lower_bound': '8000', 'upper_bound': '8999'}",112105850263842,Carlos Anderson,['facebook'],True,True,0,99
